date_of_sale,address,location,total_area,rooms,plot_area,closing_price
Såld 20 oktober 2016,Oxelvägen 40,"Romelanda,          Kungälvs kommun",109+45 m²,5,300,3460000
Såld 18 oktober 2016,Ulvebackegatan 6,"Bohuslän,          Kungälvs kommun",135+28 m²,5,135,4400000
Såld 17 oktober 2016,Häljeröd 190,"Romelanda,          Kungälvs kommun",84+79 m²,5,0,3400000
Såld 17 oktober 2016,Kornhall 210,"Harestad,          Kungälvs kommun",80+4 m²,4,570,2200000
Såld 14 oktober 2016,Tröskvägen 270,"Ullstorp,          Kungälvs kommun",140+5 m²,5,557,5700000
Såld 13 oktober 2016,Glöskär 300,"Kärna,          Kungälvs kommun",60+3 m²,3,988,1400000
Såld 13 oktober 2016,Västerängen 17,"Ytterby,          Kungälvs kommun",143+37 m²,6,825,4550000
Såld 12 oktober 2016,Solhultsgatan 20,"Centrum,          Kungälvs kommun",112+46 m²,4,558,3830000
Såld 10 oktober 2016,Prästbol 165,"Aröd,          Kungälvs kommun",171+6 m²,6,805,5400000
Såld 8 oktober 2016,Toftåsen 10,"Sundhammar,          Kungälvs kommun",70+3 m²,3,961,2490000
Såld 8 oktober 2016,Solvagnsgatan 28,"Ytterby - Stället,          Kungälvs kommun",164+12 m²,6,441,4725000
Såld 7 oktober 2016,Kärrhed 240,"Kärna,          Kungälvs kommun",48+2 m²,2,760,2100000
Såld 5 oktober 2016,Sköldgatan 5,"Ytterby Stället,          Kungälvs kommun",137+8 m²,5,437,4400000
Såld 30 september 2016,Signehög 210,"Kungälv - Romelanda,          Kungälvs kommun",142+6 m²,6,945,3100000
Såld 29 september 2016,Hallsbrovägen 3,"Kärna,          Kungälvs kommun",60+2 m²,2,801,1150000
Såld 29 september 2016,Lökebergsvägen 41,"Lökeberg,          Kungälvs kommun",44+6 m²,2,511,2550000
Såld 29 september 2016,Domsvägen 3,"Ytterby,          Kungälvs kommun",157+99 m²,6,921,4850000
Såld 25 september 2016,Plogvägen 180,"Kungälv,          Kungälvs kommun",106+5 m²,,338,4300000
Såld 23 september 2016,Bärtas väg 13,"Ödsmålsmosse,          Kungälvs kommun",75+3 m²,3,418,3250000
Såld 23 september 2016,Onyxvägen 19,"Kode,          Kungälvs kommun",155+7 m²,7,557,4750000
Såld 17 september 2016,Lingonvägen 38,"Centralt,          Kungälvs kommun",127+5 m²,5,428,4560000
Såld 14 september 2016,Djupuddsvägen 20,"Marstrand - Instön,          Kungälvs kommun",112+3 m²,3,438,3500000
Såld 13 september 2016,Kastellegårdsgatan 47,"KUNGÄLV,          Kungälvs kommun",116+50 m²,4,938,3425000
Såld 10 september 2016,Rosenstensvägen 41,"Kode,          Kungälvs kommun",135 m²,,193,2800000
Såld 9 september 2016,Annas väg 25,"Kovikshamn,          Kungälvs kommun",62+22 m²,3,26,2730000
Såld 2 september 2016,Knaverstad-Ryr 580,"Aröd,          Kungälvs kommun",158+4 m²,6,12,2840000
Såld 1 september 2016,Solrosvägen 12,"Kärna,          Kungälvs kommun",135+96 m²,8,818,3325000
Såld 30 augusti 2016,Bergåsvägen 16 C-D,"Ytterby,          Kungälvs kommun",175+5 m²,6,600,4700000
Såld 28 augusti 2016,Åkerhög 310,"Vedhall - Åkerhög,          Kungälvs kommun",65+3 m²,3,500,2050000
Såld 26 augusti 2016,Skårby Mosse 870,"Bohuslän,          Kungälvs kommun",147+50 m²,5,73,4000000
Såld 25 augusti 2016,Rörtången 126,"Rörtången,          Kungälvs kommun",170+20 m²,5,638,8700000
Såld 24 augusti 2016,Sjöhåla Strandväg 14,"Kovikshamn,          Kungälvs kommun",164+4 m²,4,75,5700000
Såld 20 augusti 2016,Tegskiftegatan 20,"YTTERBY,          Kungälvs kommun",102+102 m²,5,969,3550000
Såld 18 augusti 2016,Bärtas väg 23,"Ödsmålsmosse,          Kungälvs kommun",51+20 m²,3,380,3025000
Såld 15 augusti 2016,Långgatan 8,"Marstrandsön,          Kungälvs kommun",244+50 m²,11,318,11250000
Såld 14 augusti 2016,Instölid 40,"Marstrand-Instön,          Kungälvs kommun",70+4 m²,4,10,3500000
Såld 12 augusti 2016,Åsebyberg 847,"KODE,          Kungälvs kommun",120+15 m²,4,163,3300000
Såld 8 augusti 2016,Bremnäs 305,"LYCKE,          Kungälvs kommun",115+4 m²,4,979,4000000
Såld 28 juli 2016,Tröskvägen 256,"Ullstorp,          Kungälvs kommun",149+9 m²,6,440,5355000
Såld 27 juli 2016,Östra röd 248,"HARESTAD,          Kungälvs kommun",144 m²,,6,4200000
Såld 25 juli 2016,Stenstavägen 21,"Tjuvkil,          Kungälvs kommun",140+58 m²,6,223,6000000
Såld 20 juli 2016,Rombacka 180,"Kareby,          Kungälvs kommun",53+7 m²,2,31,1075000
Såld 18 juli 2016,Vedbackavägen 4 A + B,"Rödbo,          Kungälvs kommun",254+42 m²,7,46,2900000
Såld 15 juli 2016,Lefstad 110,"Kärna,          Kungälvs kommun",182+8 m²,8,630,2600000
Såld 15 juli 2016,Gunneröd 290,"Lycke,          Kungälvs kommun",132+39 m²,4,125,2300000
Såld 13 juli 2016,Duvesjön 228,"Duvesjön,          Kungälvs kommun",121+37 m²,5,150,3400000
Såld 11 juli 2016,Violgatan 7,"Ytterby,          Kungälvs kommun",139+36 m²,7,588,4200000
Såld 10 juli 2016,Instölid 65,"Marstrand-Instön,          Kungälvs kommun",60+4 m²,4,12,3320000
Såld 8 juli 2016,Rörtången 103,"Rörtången,          Kungälvs kommun",162+62 m²,5,15,7250000
Såld 6 juli 2016,Nereby 360,"Kärna - Harestad,          Kungälvs kommun",120+40 m²,6,149,3100000
Såld 6 juli 2016,Skår 260,"Romelanda Skår,          Kungälvs kommun",31+2 m²,2,785,250000
Såld 5 juli 2016,Mariebergsvägen 130,"Östra Kungälv - Marieberg,          Kungälvs kommun",230+41 m²,10,100,5520000
Såld 5 juli 2016,Lerlycke 240,"Lerlycke - Kärna,          Kungälvs kommun",129+44 m²,3,665,4420000
Såld 4 juli 2016,Rörtången 295,"Kode,          Kungälvs kommun",90+15 m²,4,795,5275000
Såld 4 juli 2016,Dannemarksgatan 45,"Tega,          Kungälvs kommun",140+5 m²,5,72,4850000
Såld 4 juli 2016,Krokens Väg 11,"Tjuvkil,          Kungälvs kommun",148+6 m²,6,155,6000000
Såld 1 juli 2016,Briljantvägen 9,"KODE,          Kungälvs kommun",125+5 m²,5,350,3200000
Såld 28 juni 2016,Rörmossevägen 180,"Rörmossen,          Kungälvs kommun",110+135 m²,6,827,3725000
Såld 26 juni 2016,Hammar 565,"Skäggstorp,          Kungälvs kommun",160+4 m²,4,210,3000000
Såld 22 juni 2016,Byvägen 33,"Kode Ödsmål,          Kungälvs kommun",58+3 m²,3,871,2625000
Såld 21 juni 2016,Alelyckans väg 23,"Kode,          Kungälvs kommun",80+100 m²,5,80,9000000
Såld 19 juni 2016,Krokens Väg 16,"Tjuvkil,          Kungälvs kommun",67+50 m²,4,590,3250000
Såld 14 juni 2016,Stenstavägen 1,"Tjuvkil,          Kungälvs kommun",125+32 m²,5,800,3850000
Såld 14 juni 2016,Instölid 82,"MARSTRAND,          Kungälvs kommun",36+10 m²,3,902,2320000
Såld 10 juni 2016,Rönnvägen 7,"Romelanda Diseröd,          Kungälvs kommun",122+82 m²,7,796,3300000
Såld 8 juni 2016,Valler 300,"Valler - Romelanda,          Kungälvs kommun",185+52 m²,7,497,3450000
Såld 6 juni 2016,Svartedalen 220,"Svartedalen-Björkärr,          Kungälvs kommun",30+3 m²,3,774,685000
Såld 4 juni 2016,Fontinvägen 42,"Centrum,          Kungälvs kommun",118+7 m²,4,440,5100000
Såld 3 juni 2016,Bokvägen 10,"Centrum,          Kungälvs kommun",125+27 m²,5,635,4400000
Såld 2 juni 2016,Hermansby 150,"Kärna,          Kungälvs kommun",123+97 m²,6,397,4070000
Såld 1 juni 2016,Duvesjön 348,"Kungälv -Duvesjön,          Kungälvs kommun",160+26 m²,4,927,5200000
Såld 31 maj 2016,Granndalen 12,"Lycke,          Kungälvs kommun",65+2 m²,2,217,2050000
Såld 31 maj 2016,Åsgatan 5,"Kungälv - Centrum,          Kungälvs kommun",120+60 m²,6,948,5565000
Såld 31 maj 2016,Hemmansgatan 3,"Ytterby-Tega,          Kungälvs kommun",158+6 m²,6,859,3855000
Såld 31 maj 2016,Jakobsvägen 27,"Aröd,          Kungälvs kommun",140+5 m²,5,50,4850000
Såld 30 maj 2016,Olserödsgatan 114,"Kungälv - Olseröd,          Kungälvs kommun",144+132 m²,7,712,5325000
Såld 27 maj 2016,Slånbärsvägen 15,"Munkegärde Östra,          Kungälvs kommun",145+31 m²,5,647,5100000
Såld 26 maj 2016,Rosenstensvägen 33,"Kode,          Kungälvs kommun",112+4 m²,4,620,3400000
Såld 26 maj 2016,Stinneröd 260,"Bohuslän,          Kungälvs kommun",65+65 m²,4,734,1300000
Såld 26 maj 2016,Onyxvägen 22,"Kode lantligt,          Kungälvs kommun",123+5 m²,5,566,3210000
Såld 26 maj 2016,Hällristningsgatan 26,"Ytterby Stället,          Kungälvs kommun",75+3 m²,3,404,2995000
Såld 23 maj 2016,Duvesjön 371,"Romelanda-Duvesjön,          Kungälvs kommun",4 m²,4,808,3600000
Såld 23 maj 2016,Mjölnarvägen 16,"Romelanda,          Kungälvs kommun",121+47 m²,5,831,2385000
Såld 21 maj 2016,Lerskärsvägen 63,"Tjuvkil,          Kungälvs kommun",110+10 m²,3,884,3875000
Såld 21 maj 2016,Briljantvägen 36,"Kode,          Kungälvs kommun",150+5 m²,5,462,4100000
Såld 17 maj 2016,Jägarvägen 6,"Romelanda,          Kungälvs kommun",159+16 m²,6,564,3625000
Såld 16 maj 2016,Plogvägen 174,"Ullstorp,          Kungälvs kommun",122+5 m²,5,308,4175000
Såld 15 maj 2016,Brunnefjällsvägen 3,"Vedhall,          Kungälvs kommun",94+16 m²,4,67,2695000
Såld 14 maj 2016,Toreby 380,"Harestad,          Kungälvs kommun",157+99 m²,7,591,2902500
Såld 13 maj 2016,Hemvägen 25,"Romelanda - Diseröd,          Kungälvs kommun",138+19 m²,5,381,3250000
Såld 12 maj 2016,Solskiftegatan 14,"Ytterby - Tega,          Kungälvs kommun",171+25 m²,6,91,3900000
Såld 12 maj 2016,Marias Väg 2,"Aröd,          Kungälvs kommun",90+4 m²,4,608,3400000
Såld 11 maj 2016,Almvägen 3,"Romelanda - Diseröd,          Kungälvs kommun",130+5 m²,5,727,3300000
Såld 9 maj 2016,Solvagnsgatan 3,"Ytterby - Stället,          Kungälvs kommun",140+4 m²,4,360,4300000
Såld 9 maj 2016,Skårby Mosse 880,"Skårby,          Kungälvs kommun",86+3 m²,4,782,2900000
Såld 6 maj 2016,Ugglehed 180,"Önneröd,          Kungälvs kommun",106+64 m²,5,352,2730000
Såld 1 maj 2016,Vena 318,"Ytterby,          Kungälvs kommun",112+4 m²,4,24,4100000
Såld 1 maj 2016,Duvesjön 225,"Romelanda,          Kungälvs kommun",65+3 m²,3,800,1950000
Såld 29 april 2016,Duvesjön 201,"Duvesjön,          Kungälvs kommun",38+9 m²,2,390,1300000
Såld 28 april 2016,Munkholmsgatan 2,"Centralt,          Kungälvs kommun",137+73 m²,7,893,4900000
Såld 28 april 2016,Björkstigen 9,"Romelanda,          Kungälvs kommun",185+46 m²,7,937,3700000
Såld 25 april 2016,Settungsvägen 62,"Ullstorp,          Kungälvs kommun",140+26 m²,6,372,4450000
Såld 24 april 2016,Situlagatan 2,"Ytterby,          Kungälvs kommun",150+20 m²,6,787,4500000
Såld 22 april 2016,Äslingsvägen 8,"Tjuvkil,          Kungälvs kommun",183+6 m²,6,380,5650000
Såld 21 april 2016,Kärrhed 190,"Kärna,          Kungälvs kommun",122+4 m²,4,316,2850000
Såld 14 april 2016,Olvonvägen 71,"Kungälv - Romelanda,          Kungälvs kommun",115+115 m²,6,56,4725000
Såld 14 april 2016,Rättarevägen 16,"Ytterby,          Kungälvs kommun",105+122 m²,6,732,4300000
Såld 12 april 2016,Ametistvägen 11,"Kode,          Kungälvs kommun",107+4 m²,4,806,2850000
Såld 9 april 2016,Rådalsvägen 25 Havsutsikt,"Aröd,          Kungälvs kommun",88+3 m²,3,462,2995000
Såld 8 april 2016,Annas Väg 10,"Kärna,          Kungälvs kommun",62+4 m²,4,317,2600000
Såld 8 april 2016,Gunneröd 320,"Lycke,          Kungälvs kommun",145+5 m²,5,144,3150000
Såld 6 april 2016,Gårdskiftegatan 64,"Ytterby,          Kungälvs kommun",139+31 m²,7,803,3200000
Såld 4 april 2016,Lahälla 610,"Skåra,          Kungälvs kommun",160+82 m²,6,98,5450000
Såld 29 mars 2016,Plogvägen 203,"Kungälv,          Kungälvs kommun",122+9 m²,5,295,4480000
Såld 24 mars 2016,Gamla Torget 10,"Centrum,          Kungälvs kommun",113+4 m²,4,134,3970000
Såld 24 mars 2016,Solskiftegatan 9,"Kungälv,          Kungälvs kommun",140+58 m²,6,958,3850000
Såld 23 mars 2016,Högsberg 325,"Kode,          Kungälvs kommun",100+4 m²,4,662,3250000
Såld 22 mars 2016,Matskärsvägen 37,"Tjuvkil,          Kungälvs kommun",83+48 m²,5,430,3530000
Såld 21 mars 2016,Flateby 490,"Harestad,          Kungälvs kommun",165+67 m²,7,30,1995000
Såld 18 mars 2016,Knaverstad-Ryr 590,"Aröd,          Kungälvs kommun",90+3 m²,3,7,2500000
Såld 17 mars 2016,Plogvägen 193,"Ullstorp,          Kungälvs kommun",106+4 m²,4,407,3925000
Såld 16 mars 2016,Näckrosvägen 7,"Kärna,          Kungälvs kommun",148+75 m²,6,553,4220000
Såld 11 mars 2016,Sköldgatan 3,"Ytterby - Stället,          Kungälvs kommun",136+4 m²,4,443,4150000
Såld 9 mars 2016,Duvesjön 368,"Romelanda,          Kungälvs kommun",117+35 m²,5,132,3225000
Såld 8 mars 2016,Stora Ryr 340,"Kärna,          Kungälvs kommun",144+12 m²,5,952,2900000
Såld 4 mars 2016,Björkliden 18,"Aröd,          Kungälvs kommun",60+60 m²,3,50,2470000
Såld 2 mars 2016,Kärnavägen 27,"Kärna,          Kungälvs kommun",150+30 m²,6,862,3730000
Såld 29 februari 2016,Dotorp 470,"Kärna,          Kungälvs kommun",70 m²,,948,1580000
Såld 24 februari 2016,Marias Väg 18,"Aröd,          Kungälvs kommun",73+3 m²,3,498,2000000
Såld 24 februari 2016,Stenhålt 125,"Romelanda,          Kungälvs kommun",157+38 m²,6,0,3275000
Såld 24 februari 2016,Hasselvägen 7,"Romelanda,          Kungälvs kommun",134+48 m²,7,977,3410000
Såld 23 februari 2016,Skårsäng 2,"Kärna,          Kungälvs kommun",114+5 m²,5,,3195000
Såld 20 februari 2016,Tegskiftegatan 46,"Tega,          Kungälvs kommun",114+117 m²,8,865,4100000
Såld 19 februari 2016,Skårby Mosse 895,"Kareby,          Kungälvs kommun",156+5 m²,5,583,3500000
Såld 17 februari 2016,Duvesjön 317,"Romelanda,          Kungälvs kommun",103+5 m²,5,84,3150000
Såld 15 februari 2016,Staby 340,"Kärna,          Kungälvs kommun",159+125 m²,6,207,4500000
Såld 11 februari 2016,Tulpanvägen 4,"Kärna,          Kungälvs kommun",118+70 m²,6,783,3500000
Såld 10 februari 2016,Östergårdsgatan 31,"Ytterby,          Kungälvs kommun",154+54 m²,6,809,3880000
Såld 9 februari 2016,Oskarsbergsgatan 20,"Ytterby,          Kungälvs kommun",120+68 m²,6,929,4020000
Såld 29 januari 2016,Byvägen 20,"Kode,          Kungälvs kommun",64+25 m²,4,642,2600000
Såld 26 januari 2016,Reidarsgatan 5,"Komarken,          Kungälvs kommun",119+57 m²,6,686,2650000
Såld 24 januari 2016,Slånbärsvägen 9,"Kungälv - Centralt,          Kungälvs kommun",140+4 m²,4,855,5350000
Såld 22 januari 2016,Ulvesund 438,"Kungälv - Ytterby,          Kungälvs kommun",90+5 m²,5,760,3150000
Såld 19 januari 2016,Bredsten 416,"Ytterby,          Kungälvs kommun",158+14 m²,6,920,6800000
Såld 18 januari 2016,Skårby Station 520,"Kareby,          Kungälvs kommun",117+55 m²,5,60,2995000
Såld 18 januari 2016,Vena 170,"Vena - Ytterby,          Kungälvs kommun",183+1 m²,6,650,3700000
Såld 16 januari 2016,Granndalen 2,"Lycke,          Kungälvs kommun",114+4 m²,4,619,2175000
Såld 13 januari 2016,Hanekullen 205,"Kareby,          Kungälvs kommun",90+90 m²,2,885,3900000
Såld 13 januari 2016,Smaragdvägen 30,"Kode,          Kungälvs kommun",131+14 m²,5,362,3430000
Såld 12 januari 2016,Hallbjörtorp 500,"Kärna,          Kungälvs kommun",162+6 m²,6,752,4070000
Såld 10 januari 2016,Mantalsgatan 26,"Tega - Ytterby,          Kungälvs kommun",153+54 m²,7,922,4570000
Såld 5 januari 2016,Skepparegatan 5,"Marstrand - Koön,          Kungälvs kommun",184+25 m²,9,474,8000000
Såld 22 december 2015,Spadvägen 1,"Ullstorp,          Kungälvs kommun",75+40 m²,3,236,2970000
Såld 8 december 2015,Timmervik 140,"Bohuslän,          Kungälvs kommun",180+45 m²,7,119,3695000
Såld 6 december 2015,Häljeröd 490,"Bohuslän,          Kungälvs kommun",205+100 m²,9,355,4975000
Såld 2 december 2015,Näckrosvägen 7,"Kungälv,          Kungälvs kommun",,,300,1200000
Såld 26 november 2015,Duvesjön 374,"Duvesjön,          Kungälvs kommun",110+4 m²,4,0,3150000
Såld 26 november 2015,Blåsippegatan 3,"Ytterby,          Kungälvs kommun",182+6 m²,6,579,4600000
Såld 23 november 2015,Heavägen 13,"Lycke,          Kungälvs kommun",121+4 m²,4,970,3300000
Såld 17 november 2015,Mossvägen 13,"Kungälv Lökeberg,          Kungälvs kommun",96+10 m²,4,376,2600000
Såld 17 november 2015,Skårby Station 452,"Kareby,          Kungälvs kommun",122+2 m²,2,963,3500000
Såld 9 november 2015,Bergliden 20,"Aröd,          Kungälvs kommun",65+36 m²,3,322,2210000
Såld 8 november 2015,Plogvägen 184,"Kungälv Ullstorp,          Kungälvs kommun",122+5 m²,5,363,4410000
Såld 3 november 2015,Hällristningsgatan 8,"Ytterby,          Kungälvs kommun",103 m²,,262,3500000
Såld 2 november 2015,Jörlandavägen 3,"Kode,          Kungälvs kommun",115+48 m²,5,165,2325000
Såld 2 november 2015,Häljeröd 320,"Romelanda,          Kungälvs kommun",144+24 m²,5,814,3950000
Såld 30 oktober 2015,Rådmansgatan 13,"Centrum,          Kungälvs kommun",92+92 m²,5,636,4900000
Såld 30 oktober 2015,Lundby 180,"Kareby,          Kungälvs kommun",200+63 m²,7,518,3400000
Såld 30 oktober 2015,Vedhallsvägen 8,"Kärna,          Kungälvs kommun",116+72 m²,6,864,2250000
Såld 23 oktober 2015,Guddeby 250,"Ytterby,          Kungälvs kommun",174+8 m²,8,733,4000000
Såld 23 oktober 2015,Kareby Kyrkväg 340,"Kareby,          Kungälvs kommun",183+5 m²,5,10,2950000
Såld 22 oktober 2015,Stora Ryr 280,"Bohuslän,          Kungälvs kommun",96+15 m²,3,254,1950000
Såld 20 oktober 2015,Fontinvägen 22,"Kungälv - Centrum,          Kungälvs kommun",130+140 m²,8,34,5900000
Såld 19 oktober 2015,Gamla Trollhättevägen 22,"Kungälv,          Kungälvs kommun",65+60 m²,2,246,2000000
Såld 18 oktober 2015,Settungsvägen 36,"Kungälv Ullstorp,          Kungälvs kommun",140+20 m²,6,362,4800000
Såld 16 oktober 2015,Bergåsvägen 21,"Ytterby Tunge,          Kungälvs kommun",130+70 m²,6,972,3570000
Såld 14 oktober 2015,Kämpegatan 5,"Kungälv Centralt,          Kungälvs kommun",107+105 m²,6,842,3850000
Såld 14 oktober 2015,Häljeröd 330,"Kungälv,          Kungälvs kommun",145+5 m²,6,686,4055500
Såld 14 oktober 2015,Mjölnarvägen 14,"Romelanda,          Kungälvs kommun",124+85 m²,5,820,3200000
Såld 13 oktober 2015,Hjälmgatan 9,"Ytterby,          Kungälvs kommun",96+6 m²,3,467,3225000
Såld 12 oktober 2015,Rävo 130,"Hålta,          Kungälvs kommun",114+114 m²,5,500,4350000
Såld 8 oktober 2015,Veneröd 540,"Hålta,          Kungälvs kommun",250+7 m²,7,982,4065000
Såld 8 oktober 2015,Ulvesund 110,"Ytterby,          Kungälvs kommun",153+50 m²,4,24,3200000
Såld 7 oktober 2015,Helgonagatan 50,"Munkegärde,          Kungälvs kommun",117+4 m²,4,675,2416667
Såld 7 oktober 2015,Bärnstensvägen 11,"Kode,          Kungälvs kommun",98+75 m²,6,5,3195000
Såld 28 september 2015,Rosenstensvägen 11,"Kode,          Kungälvs kommun",140+15 m²,5,562,3350000
Såld 26 september 2015,Gårdskiftegatan 13,"Ytterby - Tega,          Kungälvs kommun",140+5 m²,5,34,3995000
Såld 26 september 2015,Storskiftegatan 96,"Ytterby Tega Kungälv,          Kungälvs kommun",140+5 m²,5,810,4050000
Såld 24 september 2015,Ingetorp 130,"Kode,          Kungälvs kommun",120+60 m²,5,874,3050000
Såld 22 september 2015,Solvagnsgatan 42,"Ytterby - Stället,          Kungälvs kommun",138+12 m²,5,401,4325000
Såld 21 september 2015,Settungsvägen 42,"Ullstorp,          Kungälvs kommun",149+7 m²,7,620,4900000
Såld 17 september 2015,Häljeröd 250,"Romelanda,          Kungälvs kommun",108+6 m²,6,88,2995000
Såld 17 september 2015,Tofta 330,"Tofta,          Kungälvs kommun",110+5 m²,5,927,6700000
Såld 16 september 2015,Stämmdalen 120,"Lycke,          Kungälvs kommun",96+66 m²,5,104,1895000
Såld 13 september 2015,Lökebergsvägen 27,"Kungälv Lökeberg,          Kungälvs kommun",120+45 m²,5,198,3840000
Såld 11 september 2015,Brunnefjäll 180,"Kärna Vedhall,          Kungälvs kommun",143+60 m²,5,887,3470000
Såld 10 september 2015,Häljeröd 270,"Romelanda - Diseröd,          Kungälvs kommun",111+88 m²,6,100,2495000
Såld 10 september 2015,Buderöd 160,"Kode,          Kungälvs kommun",118+84 m²,5,600,4075000
Såld 9 september 2015,Tegskiftegatan 48,"Ytterby Tega Kungälv,          Kungälvs kommun",157+102 m²,9,83,4950000
Såld 3 september 2015,Broberg 130,"Bohuslän,          Kungälvs kommun",130+37 m²,6,400,3425000
Såld 2 september 2015,Sköldgatan 4,"Ytterby,          Kungälvs kommun",95+8 m²,3,399,3075000
Såld 31 augusti 2015,Korpedalsvägen 10,"Aröd,          Kungälvs kommun",73+5 m²,3,99,1850000
Såld 31 augusti 2015,Käckås 110,"Ytterby,          Kungälvs kommun",98+87 m²,5,226,4400000
Såld 28 augusti 2015,Diserödsvägen 7,"Kungälv Romelanda Diseröd,          Kungälvs kommun",127+52 m²,5,737,2830000
Såld 26 augusti 2015,Västra Strandgatan 17,"Kungälv - Centrum,          Kungälvs kommun",130+80 m²,5,690,3575000
Såld 13 augusti 2015,Lövön 410,"Lövön - Kungälv/Marstrand,          Kungälvs kommun",93+3 m²,3,467,3050000
Såld 30 juli 2015,Toftebergsvägen 2,"Tjuvkil,          Kungälvs kommun",82+6 m²,4,85,1550000
Såld 24 juli 2015,Truskärsvägen 7,"Tjuvkil,          Kungälvs kommun",181+83 m²,6,390,4350000
Såld 10 juli 2015,Lundby 450,"Kungälv - Kareby,          Kungälvs kommun",125+142 m²,5,522,3525000
Såld 9 juli 2015,Solskiftegatan 63,"Övre Tega - Ytterby,          Kungälvs kommun",171+31 m²,6,810,4300000
Såld 3 juli 2015,Korsgatan 4 a och b,"Marstrand Koön,          Kungälvs kommun",,,393,11000000
Såld 1 juli 2015,Flateby 180,"Harestad,          Kungälvs kommun",119+98 m²,6,476,3400000
Såld 30 juni 2015,Bräcke 330,"Kärna,          Kungälvs kommun",85+4 m²,4,188,1700000
Såld 29 juni 2015,Oskarsbergsgatan 10,"Ytterby - Tega, Kungälv,          Kungälvs kommun",157+5 m²,5,784,3200000
Såld 27 juni 2015,Safirvägen 1,"Kode,          Kungälvs kommun",131+5 m²,5,753,2700000
Såld 26 juni 2015,Strömgatan 6,"Ytterby,          Kungälvs kommun",98+71 m²,5,169,3100000
Såld 24 juni 2015,Bollestad 140,"Kareby,          Kungälvs kommun",110+5 m²,6,720,3200000
Såld 23 juni 2015,Domsvägen 8,"Ytterby Tunge,          Kungälvs kommun",160+5 m²,5,184,3200000
Såld 17 juni 2015,Stora Risby 380,"Kungälv - Hålta,          Kungälvs kommun",75+55 m²,5,963,2200000
Såld 16 juni 2015,Solvagnsgatan 16,"Ytterby - Stället,          Kungälvs kommun",165+12 m²,6,771,5275000
Såld 16 juni 2015,Kyrkeby 340,"Kärna - Harestad,          Kungälvs kommun",188+7 m²,7,10,3700000
Såld 14 juni 2015,Lievägen 242,"Kungälv - Ullstorp,          Kungälvs kommun",122+5 m²,5,236,3970000
Såld 14 juni 2015,Kungälvsvägen 22,"Kungälv Gamla Grinden,          Kungälvs kommun",112+4 m²,5,548,3250000
Såld 13 juni 2015,Årsnäs 460,"Solberga - Kode,          Kungälvs kommun",40+3 m²,3,393,2300000
Såld 12 juni 2015,Dammkärrsvägen 1,"Lycke,          Kungälvs kommun",84+3 m²,3,78,2700000
Såld 10 juni 2015,Hammarhöjden 690,"Kode,          Kungälvs kommun",76+3 m²,3,141,1600000
Såld 5 juni 2015,Slottsgatan 6,"Marstrand - Koön,          Kungälvs kommun",126+14 m²,6,340,8000000
Såld 4 juni 2015,Högsberg 360,"Kode,          Kungälvs kommun",72+65 m²,3,242,2500000
Såld 4 juni 2015,Lefstad 190,"Bohuslän,          Kungälvs kommun",65+68 m²,3,906,1975000
Såld 3 juni 2015,Bredsten 118,"Ytterby,          Kungälvs kommun",147+6 m²,6,570,4725000
Såld 3 juni 2015,Hanekullen 210,"Kungälv - Kareby,          Kungälvs kommun",148+30 m²,5,892,4150000
Såld 31 maj 2015,Länsmansvägen 2,"Ytterby,          Kungälvs kommun",195+195 m²,7,753,4200000
Såld 29 maj 2015,Marieberg 220,"Romelanda,          Kungälvs kommun",183+12 m²,5,541,3500000
Såld 29 maj 2015,Sörgårdsvägen 510,"Kungälv Kärna Sundhammar,          Kungälvs kommun",200+45 m²,9,930,3660000
Såld 29 maj 2015,Sörgårdsvägen 530,"Kungälv Kärna Sundhammar,          Kungälvs kommun",139+5 m²,5,337,3350000
Såld 29 maj 2015,Husfrejagatan 4,"Kungälv Iskällan,          Kungälvs kommun",127+174 m²,7,938,3675000
Såld 28 maj 2015,Bredsten 330,"Bredsten,          Kungälvs kommun",180+6 m²,6,224,2650000
Såld 27 maj 2015,Korpvägen 277,"Kungälv - Ullstorp,          Kungälvs kommun",134+5 m²,5,518,4730000
Såld 23 maj 2015,Kvarnvägen 22,"Kungälv - Ingetorp,          Kungälvs kommun",68+68 m²,5,318,2800000
Såld 22 maj 2015,Korpvägen 265,"Kungälv,          Kungälvs kommun",133+26 m²,5,401,4750000
Såld 20 maj 2015,Bagaregatan 15,"Kungälv centralt,          Kungälvs kommun",191+6 m²,6,735,4525000
Såld 19 maj 2015,Västerhöjdsvägen 14,"Kärna,          Kungälvs kommun",121+20 m²,5,369,950000
Såld 19 maj 2015,Madängsgatan 13,"Centralt Kungälv,          Kungälvs kommun",154+15 m²,7,740,3995000
Såld 18 maj 2015,Gråstensvägen 37,"Kode,          Kungälvs kommun",107+5 m²,4,374,3420000
Såld 18 maj 2015,Klövergången 15,"Kungälv Centralt,          Kungälvs kommun",125+4 m²,4,401,3350000
Såld 13 maj 2015,Hammarberg 885,"Kode,          Kungälvs kommun",67+3 m²,3,195,1850000
Såld 8 maj 2015,Kållen 130,"Romelanda,          Kungälvs kommun",111+53 m²,5,756,2775000
Såld 6 maj 2015,Vämneröd 120,"Kode,          Kungälvs kommun",54+3 m²,3,283,1595000
Såld 1 maj 2015,Duvesjön 344,"Bohuslän,          Kungälvs kommun",120+50 m²,4,136,3325000
